"nombrePropio","nombreComun","latitud","id","lugarDePlantacion","nombreCientifico","estado","longitud","riegos","id_monitores","altura_monitores","fotografia_monitores","timestamp_monitores","sanidad_monitores"
"wm645","Tara",-17.412802001528366,"RW7SjTMm7zcRrVJrtUj8","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.0342850908637,"[]","syXQwfhxq3ZwjqCrx5PH",0.31,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_110155_6038273712180921641.jpg?alt=media&token=f85a3bba-563a-4318-888a-2ab56766258e","2023-03-09 11:02:10","Sano, vigoroso"
"wm642","Soto",-17.412795603296424,"abXD2ROp1OUOZCHvclG1","Corredor biológico urbano","Schinopsis haenkeana Engl.","vivo",-66.03423982858658,"[]","5wFp7tvbSOEgY7KzTICl",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_110546_8586832608826432985.jpg?alt=media&token=5504fe11-283b-43ae-a47b-a4c57c516a3d","2023-03-09 11:06:00","Sano, vigoroso"
"wm646","Limon",-17.41288293914305,"OQiXWPTg6QppxfYdD8ni","Corredor biológico urbano","Citrus x limon","vivo",-66.03428710252047,"[]","53wzDZDoQJLdLZN4H3v2",0.2,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_110724_1040387806690090460.jpg?alt=media&token=0f0875ab-b1f5-4287-8d60-ff0a0b2016ac","2023-03-09 11:07:47","Sano, vigoroso"
"wm643","Algarrobo",-17.412871742241965,"AWOdgIj9vQRbm0Sx3zOG","Corredor biológico urbano","Prosopis alba Griseb.","vivo",-66.03423479944468,"[]","FNrKnRGwXUTPo5Np7kpN",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_110723_4722221927144933038.jpg?alt=media&token=31658d30-aeb5-451c-b82b-9d1df098ed3e","2023-03-09 11:08:34","muerto"
"wm644","Chillijchi",-17.412905013031747,"EndZiO1F3ZolaegAIUat","Corredor biológico urbano","Erythrina falcata Benth.","vivo",-66.03423546999693,"[]","Sq011bJwj8HaPQQ6RbFc",0.65,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_110904_1901186083182205527.jpg?alt=media&token=8661f97d-c7d0-4c1a-8aa1-b6e227aee125","2023-03-09 11:10:36","Sano, vigoroso"
"wm647","Tara",-17.412787925417792,"31aGWrHlDNZAzDoD9u1I","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.03433270007372,"[]","o6yB6DGbPvNvHyGcc9f5",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_111419_5076351593504172819.jpg?alt=media&token=d343d33e-e105-4597-af62-7628b11a144c","2023-03-09 11:14:33","Sano, vigoroso"
"wm650","Limon",-17.412738339110586,"ChpWBQE6oE6VYzwhdwoH","Corredor biológico urbano","Citrus x limon","vivo",-66.03441685438156,"[]","XiHEnf9HlgAV2DNBBmVj",0.27,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_111516_8090140478200728685.jpg?alt=media&token=9a760a1d-d831-4f60-a049-6279ec43e4e1","2023-03-09 11:15:32","Sano, vigoroso"
"wm648","Tipa",-17.412847428968682,"NKig0vnH6slo791l4XDb","Corredor biológico urbano","Tipuana tipu (Benth.) Kuntze.","vivo",-66.03435549885035,"[]","ZA2gy3oVYiFsWBdEBNHh",0.37,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_111602_863237899245287095.jpg?alt=media&token=a7b5e26b-e9f1-4e78-9adf-6a1b855c88cf","2023-03-09 11:16:21","Sano, vigoroso"
"wm649","Limon",-17.412886138257512,"MsflrWKzinZodltmyxUy","Corredor biológico urbano","Citrus x limon","vivo",-66.03441920131445,"[]","tWORHTJCZdNT29V9aWoM",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_111719_2276550804013996444.jpg?alt=media&token=530f03e7-5054-49c6-b6c2-b4f00c2c6c5e","2023-03-09 11:18:09","Sano, vigoroso"
"wm651","Guayaba",-17.412780247538855,"GriGK0aFIw2IKUPTkDd7","Corredor biológico urbano","Psidium guajava","vivo",-66.03442423045635,"[]","6EyNVTnT4ZYeVRYvkdHq",0.16,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_112440_5732022971338566656.jpg?alt=media&token=de1a32cb-56d9-4fa7-8b45-1e8f92cc2c83","2023-03-09 11:24:53","Sano, vigoroso"
"wm652","Tara",-17.412823755515284,"JapEDTZrRIXARiWGVzPB","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.03443194180727,"[]","XZQDPKlEslma0ZzoKQCo",0.29,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_112952_1401224146465243356.jpg?alt=media&token=3caf6a43-dea0-4fe6-8cd1-1b9fdd5c2478","2023-03-09 11:30:08","Sano, vigoroso"
"wm653","Churqui",-17.41292996612009,"9R2cm9Xg3bgQmP1N7TgX","Corredor biológico urbano","Vachellia caven","vivo",-66.0343236476183,"[]","HMFr3MXmmL3Z7lqMVzvq",0.13,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_113024_7451067264681705151.jpg?alt=media&token=65a842be-f228-4989-8ade-924f0ca914ff","2023-03-09 11:31:26","Sano, vigoroso"
"wm655","Chillijchi",-17.41297891255273,"C6RCVJiojn0ff3SAWYHI","Corredor biológico urbano","Erythrina falcata Benth.","vivo",-66.03445675224066,"[]","ZhFyKpaxgh2AtqfhNXfU",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_113352_4231835014038535841.jpg?alt=media&token=92d92c49-df98-483b-a420-ebfdc5a5390f","2023-03-09 11:34:17","Sano, vigoroso"
"wm654","Chacatea",-17.412952679825757,"eRLAO90hJHVTr5sYlvgc","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03442791849375,"[]","8L83DkmHlkEno4sTfRs4",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_113424_6704299638436246595.jpg?alt=media&token=25c81736-e694-4cc5-b3ae-2686d2bf8886","2023-03-09 11:34:39","Sano, vigoroso"
"wm656","Tara",-17.412987230245864,"AlpPvwq2Ca4mzd93kUZe","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.03449933230877,"[]","CfacQyeCdK6EFTB3tcGL",0.46,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_113458_6615024441084323187.jpg?alt=media&token=3e037191-2584-4a67-a201-621682d2378a","2023-03-09 11:35:16","Sano, vigoroso"
"wm657","Molle",-17.412996827583623,"VtbUHkol5EW65av9jh4L","Corredor biológico urbano","Schinus molle","vivo",-66.03453923016787,"[]","zNj5GBbrPNp4VZUrDLjk",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_113637_3988664745987647590.jpg?alt=media&token=411e6e5f-caa7-4bdb-a802-657eb6c127c4","2023-03-09 11:36:50","Sano, vigoroso"
"wm658","Churqui",-17.412986910334606,"8ulS6vWnFxJlfohxJLcJ","Corredor biológico urbano","Vachellia caven","vivo",-66.03458415716887,"[]","uIKry0BegrEPnnC2V3AJ",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_113709_4863397937582569805.jpg?alt=media&token=ad3ad6ba-897e-4a89-b09e-f2f87d855ed2","2023-03-09 11:37:28","Sano, vigoroso"
"wm659","Chillijchi",-17.412972514326995,"Rszw1nYSDJTvXM5YwCxB","Corredor biológico urbano","Erythrina falcata Benth.","vivo",-66.03462304919958,"[]","fNBbTMOMzitr1Gbb8pT6",0.28,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_113902_534827881437080269.jpg?alt=media&token=c549022d-c634-4406-8533-a0c88d009066","2023-03-09 11:39:17","Sano, vigoroso"
"wm660","Chacatea",-17.413071686800826,"1kTyvbfpSHwSgYzdk9VS","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03471625596285,"[]","pRlkZgTarwcUcVFYwKDA",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_113947_5968911782936571674.jpg?alt=media&token=93d029a9-b1d7-4a61-9725-d96770045fc9","2023-03-09 11:40:02","muerto, seco "
"wm661","Chacatea",-17.413043214709013,"tncftRdi0lPuvjodcKyq","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03474710136652,"[]","BKPSQU4HKX32njGos6DF",0.26,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_114227_863611465831761053.jpg?alt=media&token=878e45ae-13be-4ba4-aaad-44eaa4eadc3a","2023-03-09 11:43:08","Sano, vigoroso"
"wm662","Sauce criollo",-17.413089601822623,"KgDwRrklPdYphOaeinWG","Corredor biológico urbano","Salix humboldtiana","vivo",-66.03480476886034,"[]","BX7dnMEoaoXxSxZQChW3",0.2,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_114503_9091574255783930454.jpg?alt=media&token=1a8b3b38-c4c0-4df1-88b4-c2559235a765","2023-03-09 11:45:35","Sano, vigoroso"
"wm663","Chacatea",-17.413119993373435,"agC4Djjxv058GZWesxzy","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03488054126501,"[]","ehwVWWL2y90iNBmAijXh",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_114649_6429156651783016742.jpg?alt=media&token=99060218-76ed-4718-8786-fbc2936e2dd3","2023-03-09 11:47:22","Sano, vigoroso"
"wm664","Algarrobo",-17.41312447212787,"jQIgHiGXJIwHyFooE1NZ","Corredor biológico urbano","Prosopis alba Griseb.","vivo",-66.03495765477419,"[]","M0tC0BCxa516lTZ1fCAA",0.22,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_114900_1418804483041477312.jpg?alt=media&token=06d494c2-b71a-4f0d-ab52-9c9785f82817","2023-03-09 11:49:15","Sano, vigoroso"
"wm665","Chacatea",-17.413153903939936,"wwh9GIW3Ppq8L8bgfRJo","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.0350139811635,"[]","eizo7Nuptq9GpyVfxKAP",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_114927_7716364096085150096.jpg?alt=media&token=387fa230-23b6-49e9-9993-fc150de5053b","2023-03-09 11:49:41","muerto, seco"
"wm668","Chacatea",-17.4131414274115,"7VVEyDmzQ2FJH3qGRD8N","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03522956371307,"[]","pwGSBztqJuTDXUPpBty2",0.27,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_115126_4444902913208558059.jpg?alt=media&token=446f018c-7d8c-4f52-aff5-c172633938c7","2023-03-09 11:52:33","muerto, seco"
"wm667","Chacatea",-17.413136308835465,"eq40zWMnpMU7jUMfH58t","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03519033640623,"[]","00ITqOAzuxuW8Ft44dF0",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_115254_1397747545343687467.jpg?alt=media&token=020749b6-2c5c-49cb-9002-a8c5bac51446","2023-03-09 11:53:35","Sano, vigoroso"
"wm666","Chacatea",-17.413130230526242,"hpdez6HsY3PblIDURju1","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.0351661965251,"[]","3MFLdkhOE9wAWlw1CDoh",0.18,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_115352_4071362466956097785.jpg?alt=media&token=9f9e9406-fdb9-4985-ab8b-1794c10d618e","2023-03-09 11:54:06","Sano, vigoroso"
"wm669","Tajibo rosado",-17.41314334687746,"TvKwaY7MDcFwbnedRP9z","Corredor biológico urbano","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.03526845574379,"[]","ISSskgVZ80G8KbygAcww",0.15,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230309_120030_8409859831475765708.jpg?alt=media&token=78b26c20-4dc3-44aa-9ba9-1492eb3e3ad2","2023-03-09 12:00:46","Sano, vigoroso"
"wm670","Chillijchi",-17.413038096130244,"76uZwNHc7btGIMTHN275","Corredor biológico urbano","Erythrina falcata Benth.","vivo",-66.03375937789679,"[]","Kmv7warmOWSuiC9ggmbQ",0.7,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_094142_1696161822747772095.jpg?alt=media&token=a60b4b77-d4ce-48ff-9766-199828b0845d","2023-03-16 09:42:14","Sano, vigoroso"
"wm672","Algarrobo",-17.413131830081326,"4TKBiQPmgMLg7oSBGVUi","Corredor biológico urbano","Prosopis alba Griseb.","vivo",-66.03369802236557,"[]","yaBWEyimrQEmikBMdlRX",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_094323_8603194681305487059.jpg?alt=media&token=758cefb2-b40b-405b-bed3-ebfc49546e17","2023-03-16 09:44:07","Sano, vigoroso"
"wm671","Guayaba",-17.413065608489465,"STopIvxojmsmeYGBn833","Corredor biológico urbano","Psidium guajava","vivo",-66.03372853249311,"[]","mL0SJDVi8Tz7MLS7FFmJ",20,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_094354_1215595979266543161.jpg?alt=media&token=51629178-8dbc-4aac-91b8-ade78eaffe24","2023-03-16 09:44:57","Sano, vigoroso"
"wm673","Chacatea",-17.413182056103583,"oneZzXgnqjJfMpS5kXnb","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03367991745472,"[]","jkCXXGFhUm6Sksb4AYFw",0.38,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_094532_4664934896787616050.jpg?alt=media&token=fb6e2a78-a928-4b1c-bc28-e0f576158490","2023-03-16 09:48:27","Sano, vigoroso"
"wm674","Algarrobo",-17.41321596665858,"B1gqAEtSPnzTBPnwaz2t","Corredor biológico urbano","Prosopis alba Griseb.","vivo",-66.03366684168577,"[]","8cx7MrZM1UItsmyp9FOE",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_095802_7878185125447658955.jpg?alt=media&token=fa28f240-345e-40ca-ac59-f6effd9bea42","2023-03-16 09:58:18","Sano, vigoroso"
"wm675","Chacatea",-17.413248597564042,"vikuJ5y8KKbdaZNHMzMH","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03365778923035,"[]","n8KKE4gxyPXCr7VBQeol",0.46,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_100041_4457830986438526198.jpg?alt=media&token=10cec25f-d97a-4dc5-a199-8f084df89545","2023-03-16 10:00:56","Sano, vigoroso"
"wm676","Tipa",-17.41328442757117,"NYlh0mMSXPKXVpH2xFPG","Corredor biológico urbano","Tipuana tipu (Benth.) Kuntze.","vivo",-66.03364873677492,"[]","2LuzmX339hjltYxsxstQ",0.9,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_100534_889507800692357379.jpg?alt=media&token=b1cbe4b2-5162-4d82-874d-4e3a63c6a81a","2023-03-16 10:06:10","Sano, vigoroso"
"wm677","Chacatea",-17.413325376142144,"veiZ5UNAYBDA1A7DhkIL","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03364169597626,"[]","5G1NSBrnFkiTFL6nqhWv",0.51,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_100643_6392595606007649243.jpg?alt=media&token=17e4fa2c-3ab8-47a8-ab6b-dd4a7721ccd2","2023-03-16 10:08:10","Sano, vigoroso"
"wm678","Tara",-17.413350329173085,"HQpLIIxcaL26luFNplMr","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.03363499045372,"[]","cmqQSSwJUkBN6TH6lkWw",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_103256_1269017412198276098.jpg?alt=media&token=2bb0306e-609c-4306-a7b6-30c683170706","2023-03-16 10:33:44","Sano, vigoroso"
"wm679","Chacatea",-17.413371443273533,"Tdu1vVQpnak9CLTyTpgD","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03362124413252,"[]","F9QxiQuVAMPFlyUGLzaV",0.59,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_103355_1940081047150424506.jpg?alt=media&token=b11e9983-33b8-4e7b-9ca1-5371318022af","2023-03-16 10:35:35","Sano, vigoroso"
"wm681","Tipa",-17.41321308746077,"B8vQPDhjDqTTorbxjG2b","Corredor biológico urbano","Tipuana tipu (Benth.) Kuntze.","vivo",-66.03360649198294,"[]","IbYt25w4hsTkolhTO30J",0.7,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_113722_100766780969556300.jpg?alt=media&token=002682a7-1ba2-4e71-b305-41e15f3c3526","2023-03-16 11:38:11","Sano, vigoroso"
"wm680","Algarrobo",-17.413144306610434,"kmv4oI2a7Nt0uIxZAQ45","Corredor biológico urbano","Prosopis alba Griseb.","vivo",-66.03362794965506,"[]","IpLcb3LdStaRH5NLKocb",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_113937_7688994127745346107.jpg?alt=media&token=a665ae0f-0801-4eff-836e-f21b079ac085","2023-03-16 11:40:06","Sano, vigoroso"
"wm683","Chacatea",-17.413236121042047,"r8bHFmlpDoUNMv0UQZmW","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03359006345272,"[]","vfJ0VpFFZ54BIbdnD0oq",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_114124_3439825036770880525.jpg?alt=media&token=6d23ea7c-1d14-44c7-8132-59c73e54de4c","2023-03-16 11:42:14","deshidratado"
"wm682","Chacatea",-17.413236440952897,"AsCEPyJFrHOezj0JKYQS","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03362023830414,"[]","sqedMLsndDv9bANIPkhZ",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_114234_168894464037159467.jpg?alt=media&token=b66a008e-2581-403c-91d1-b6cc22fb2758","2023-03-16 11:43:20","Sano, vigoroso"
"wm684","Chillijchi",-17.413257235155697,"wodvmlnllgBzKH41J7Us","Corredor biológico urbano","Erythrina falcata Benth.","vivo",-66.03357128798962,"[]","GUGXQoPc3BWOogEEzho5",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_114321_2962228243477136258.jpg?alt=media&token=9c9e6a40-905f-4d07-8bdb-ccb718e2f44a","2023-03-16 11:43:49","Sano, vigoroso"
"wm685","Lloque",-17.41328634703564,"he1YpFQ8qWJ71nLRCVTm","Corredor biológico urbano","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.03353641927242,"[]","Y0fpiYfvcJ83p4uifblK",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_114433_2714546763551245293.jpg?alt=media&token=ccddd745-2582-454c-8e08-842dc8bbf0d0","2023-03-16 11:45:05","Sano, vigoroso"
"wm686","Churqui",-17.413318338107175,"vZw9s8O5745II5cnKpEb","Corredor biológico urbano","Vachellia caven","vivo",-66.03351462632418,"[]","gjqTZuB7foF2FI5Fn5JT",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_114622_3985787380422071923.jpg?alt=media&token=c298f3f3-c01f-4d5f-88d8-4ba30699a7ff","2023-03-16 11:47:42","Sano, vigoroso"
"wm687","Tara",-17.413348089798653,"UiR4tT6wdszq8XwsCdcl","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.03349383920431,"[]","YQhuJmOHFPlEep7ZQFUB",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_114816_675820487988445205.jpg?alt=media&token=6832b157-d652-4953-851a-925cd7a487d4","2023-03-16 11:48:53","deshidratado"
"wm688","Chacatea",-17.413249557296467,"vBYQ8ZjZMPXuYuz4Zx2R","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03360313922167,"[]","fkFBAt1EbexW11WBtMbe",0.7,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_114636_2654518462120985533.jpg?alt=media&token=1f858cd1-8aa8-4cc1-9415-8b73e3d97601","2023-03-16 11:50:51","Sano, vigoroso"
"wm689","Tara",-17.41336216586605,"EMOXDfVz3ZC1HREjIpnc","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.03346265852451,"[]","KMLqwU8pmKVGU6cv220d",0.65,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_115734_3705614890463802474.jpg?alt=media&token=393217cf-7666-440b-b747-0147ce021b1c","2023-03-16 11:58:01","Sano, vigoroso"
"wm690","Lloque",-17.413382000322827,"4YgP4Qq97oAliTL0INUN","Corredor biológico urbano","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.03343818336725,"[]","cXrio6CzijRpDRjGpwlZ",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_115839_7203459524253625803.jpg?alt=media&token=0494d29f-a506-4f1e-bfc8-8a56564071fe","2023-03-16 11:59:23","Sano, vigoroso"
"wm691","Jacarandá",-17.413408872809203,"NTZ8RHTe44JkaGUfhZVo","Corredor biológico urbano","Jacarandá mimosifolia D. Don","vivo",-66.03345897048712,"[]","6Oi9wtkk9GNxceo4gnog",0.55,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_120015_4271724237620963354.jpg?alt=media&token=9d19b097-4c8f-4a77-b8c3-2095947fe1eb","2023-03-16 12:00:25","Sano, vigoroso"
"wm692","Lloque",-17.41337816139587,"eIYROCmTvhjZjEZZmHUl","Corredor biológico urbano","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.03349015116692,"[]","RDUQbTZEWUoclHnrWh4G",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_120056_41447346489486132.jpg?alt=media&token=f42f4be6-3615-47b8-ad0c-84a09f176fb0","2023-03-16 12:01:28","Sano, vigoroso"
"wm694","Chacatea",-17.413298503643492,"dNgJJLOBdHcJwxwTj2Zd","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03356290608644,"[]","TNx3IQS907eCt8TCGusV",0.54,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_120055_8036592074695085667.jpg?alt=media&token=51bb2282-4e3a-4fad-83e9-d15e25b2a627","2023-03-16 12:02:16","Sano, vigoroso"
"wm693","Lloque",-17.413358007028066,"2dJ4Wsl8ouft1LHPaslp","Corredor biológico urbano","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.03351797908545,"[]","z0IJ9rdXyf95zhcCOiaw",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_120202_8209959754623408416.jpg?alt=media&token=506681c8-98ae-4428-a69c-beb1f3beb144","2023-03-16 12:02:29","Sano, vigoroso"
"wm695","Chacatea",-17.413331134534207,"kYhnOffOvgzLi3v3K0TC","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.03353206068277,"[]","XIabwKQWCfdYGzM4W03c",0.54,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230316_120508_2207873407678519848.jpg?alt=media&token=14842f10-7420-45d9-b5bd-e23ecf0d4bfb","2023-03-16 12:05:44","Sano, vigoroso"
